"id";"winerys";"winetype";"country";"region";"averages";"reviews";"images";"winename"
131;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;7396;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) N.V."
132;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;1151;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2013"
133;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;1000;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2008"
134;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;798;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2014"
135;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.6;707;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 2001"
136;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;593;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2009"
137;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;572;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2011"
138;"AVIGNONESI";"Dessert";"I";"vin santo di montepulciano";4.6;546;"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png";"VIN SANTO DI MONTEPULCIANO N.V."
139;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;473;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1994"
140;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;452;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1991"
141;"ARGYROS";"Dessert";"greece";"santorini";4.6;369;"https://images.vivino.com/thumbs/gIYmH1jJRh6IStnn9b06mA_pb_x300.png";"VINSANTO 20 YEARS BARREL AGED N.V."
142;"DAL FORNO ROMANO";"Dessert";"I";"veneto";4.6;368;"https://images.vivino.com/thumbs/We3EIm6xTZuEEtFyK5LXRQ_pb_x300.png";"VIGNA SERÉ VENETO PASSITO ROSSO N.V."
143;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;320;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2015"
144;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;297;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2005"
145;"CHÂTEAU MOUTON ROTHSCHILD";"Dessert";"FR";"bordeaux";4.6;280;"https://images.vivino.com/thumbs/hXusNeaRRL2dbzT0lXbwrw_pb_x300.png";"EAU-DE-VIE DE PRUNES N.V."
146;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;277;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1985"
147;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;266;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1987"
148;"GROOT CONSTANTIA";"Dessert";"south africa";"constantia";4.6;219;"https://images.vivino.com/thumbs/DODNA6a0RB6zZjm_6lAL6Q_pb_x300.png";"GRAND CONSTANCE 2014"
149;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.6;210;"https://images.vivino.com/thumbs/4wF9-LK0T4aVmtHpw6H1bQ_pb_x300.png";"MÉZES MÁLY 6 PUTTONYOS ASZÚ N.V."
150;"DOLCE";"Dessert";"united states";"napa valley";4.6;170;"https://images.vivino.com/thumbs/Sjyvsv8cQJqxqIjXbKWI8g_pb_x300.png";"DOLCE (LATE HARVEST) 2012"
151;"OREMUS";"Dessert";"HUN";"tokaj";4.6;163;"https://images.vivino.com/thumbs/Ys-_l45SQQeQpEdZaAnY9w_pb_x300.png";"TOKAJI ASZÚ 5 PUTTONYOS 1999"
152;"OREMUS";"Dessert";"HUN";"tokaj";4.6;158;"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS 2002"
153;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;156;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1980"
154;"OREMUS";"Dessert";"HUN";"tokaj";4.6;146;"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS 2005"
155;"SZEPSY";"Dessert";"HUN";"tokaj";4.6;144;"https://images.vivino.com/thumbs/b4y6mQhmTfKchHtJB4ixiQ_pb_x300.png";"ASZÚ TOKAJI 6 PUTTONYOS 2007"
156;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;141;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 2002"
157;"CHÂTEAU GUIRAUD";"Dessert";"FR";"sauternes";4.6;136;"https://images.vivino.com/thumbs/seeWxpDkRimnnDRRdUoRDQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1990"
158;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;134;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1984"
159;"PATRICIUS";"Dessert";"HUN";"tokaj";4.6;134;"https://images.vivino.com/thumbs/h7rAfXEqTfu0Lz2G4nRw1g_pb_x300.png";"ASZÚ 5 PUTTONYOS 2002"
160;"DONNAFUGATA";"Dessert";"I";"passito di pantelleria";4.6;129;"https://images.vivino.com/thumbs/t-B11h9fSM6omIela450TQ_pb_x300.png";"BEN RYÈ PASSITO DI PANTELLERIA EDIZIONE LIMITATA 2008"
161;"POLI DISTILLERIE";"Dessert";"I";"veneto";4.6;128;"https://images.vivino.com/thumbs/55n7sWBDSN2Kih_ulNVEjQ_pb_x300.png";"JACOPO POLI BARRIQUE N.V."
162;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;123;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 2001"
163;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;119;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 1988"
164;"OREMUS";"Dessert";"HUN";"tokaj";4.6;117;"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS 2000"
165;"CHÂTEAU PAJZOS";"Dessert";"HUN";"tokaj";4.6;114;"https://images.vivino.com/thumbs/CtB85ZqZRgWClxM-8al9iA_pb_x300.png";"ESSZENCIA 1993"
166;"SAUSKA";"Dessert";"HUN";"tokaj";4.6;113;"https://images.vivino.com/thumbs/G69ipe3mR7SAztU90JBiVg_pb_x300.png";"TOKAJI ASZÚ ESSENCIA 2003"
167;"AVIGNONESI";"Dessert";"I";"vin santo di montepulciano";4.6;105;"https://images.vivino.com/thumbs/iUMYqlsLTYGkw0yDWsB4xw_pb_x300.png";"VIN SANTO DI MONTEPULCIANO OCCHIO DI PERNICE 1999"
168;"POLIZIANO";"Dessert";"I";"vin santo di montepulciano";4.6;103;"https://images.vivino.com/thumbs/iM7ZLxbKRW6DrU5eNWz2qQ_pb_x300.png";"VIN SANTO DI MONTEPULCIANO N.V."
169;"FRATELLI VOGADORI";"Dessert";"I";"veneto";4.6;100;"https://images.vivino.com/thumbs/xdE81Uh0RyugaVFbQko-bQ_pb_x300.png";"PASSITO DEL VENETO N.V."
170;"CHÂTEAU DE FARGUES";"Dessert";"FR";"sauternes";4.6;100;"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png";"SAUTERNES (LUR SALUCES) 1990"
171;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;97;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1969"
172;"CHÂTEAU GILETTE";"Dessert";"FR";"sauternes";4.6;95;"https://images.vivino.com/thumbs/xIJCj0FjTwq2Hm682izw0Q_pb_x300.png";"SAUTERNES (CRÈME DE TÊTE) 1989"
173;"MARCO DE BARTOLI";"Dessert";"I";"passito di pantelleria";4.6;95;"https://images.vivino.com/thumbs/dqlB8OnYTN2zxb-VUCc1cQ_pb_x300.png";"BUKKURAM SOLE D'AGOSTO PASSITO DI PANTELLERIA 2016"
174;"CHÂTEAU DE FARGUES";"Dessert";"FR";"sauternes";4.6;96;"https://images.vivino.com/thumbs/6UkCAp0zR-StH2rQSPvU-g_pb_x300.png";"SAUTERNES (LUR SALUCES) 1989"
175;"PHILIPPE FOREAU";"Dessert";"FR";"vouvray";4.6;91;"https://images.vivino.com/thumbs/LYZcds4uQfSbTEqCmRRPPw_pb_x300.png";"RESERVE VOUVRAY MOELLEUX 2009"
176;"DIDIER DAGUENEAU (LOUIS-BENJAMIN DAGUENEAU)";"Dessert";"FR";"jurançon";4.6;86;"https://images.vivino.com/thumbs/lZQrVzCaR2-JVOqOfKerdQ_pb_x300.png";"LES JARDINS DE BABYLONE MOELLEUX 2007"
177;"AVIGNONESI";"Dessert";"I";"vin santo di montepulciano";4.6;85;"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png";"VIN SANTO DI MONTEPULCIANO 2002"
178;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;84;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 1989"
179;"CHÂTEAU MOSSÉ";"Dessert";"FR";"rivesaltes";4.6;84;"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png";"RIVESALTES 1945"
180;"DIDIER DAGUENEAU (LOUIS-BENJAMIN DAGUENEAU)";"Dessert";"FR";"jurançon";4.6;81;"https://images.vivino.com/thumbs/lZQrVzCaR2-JVOqOfKerdQ_pb_x300.png";"LES JARDINS DE BABYLONE MOELLEUX 2008"
181;"BERTANI";"Dessert";"I";"recioto della valpolicella";4.6;80;"https://images.vivino.com/thumbs/R1CkuadKRMyWT42aA-h9Gg_pb_x300.png";"RECIOTO DELLA VALPOLICELLA CLASSICO SUPERIORE 1964"
182;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;79;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1966"
183;"ROYAL TOKAJI";"Dessert";"HUN";"tokaj";4.6;74;"https://images.vivino.com/thumbs/dAgBDj7pRbe8UMp5GOQyvA_pb_x300.png";"BETSEK 6 PUTTONYOS ASZÚ 2008"
184;"DOMAINE DE BESOMBES SINGLA";"Dessert";"FR";"rivesaltes";4.6;73;"https://images.vivino.com/thumbs/y9efhJruTPC5vrwr00xZQw_pb_x300.png";"CHATEAU SAINT MICHEL RIVESALTES 1945"
185;"CHÂTEAU MOSSÉ";"Dessert";"FR";"rivesaltes";4.6;71;"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png";"RIVESALTES 1933"
186;"CHÂTEAU MOSSÉ";"Dessert";"FR";"rivesaltes";4.6;71;"https://images.vivino.com/thumbs/T-hk_iopTGW9TYPDPJL1gw_pb_x300.png";"RIVESALTES 1934"
187;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.6;67;"https://images.vivino.com/thumbs/WFqObuamTS6OwzmcjjZPZg_pb_x300.png";"CABERNET FRANC ICEWINE 2006"
188;"DONNAFUGATA";"Dessert";"I";"passito di pantelleria";4.6;67;"https://images.vivino.com/thumbs/tWuXrj0nRZCum1ezynysLA_pb_x300.png";"BEN RYÉ PASSITO DI PANTELLERIA 1970"
189;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;66;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 2015"
190;"ORNELLAIA";"Dessert";"I";"toscana";4.6;65;"https://images.vivino.com/thumbs/YJiN_11fQRS1kzfHxY_BVA_pb_x300.png";"ORNUS 2011"
191;"CHÂTEAU PAJZOS";"Dessert";"HUN";"tokaj";4.6;64;"https://images.vivino.com/thumbs/CtB85ZqZRgWClxM-8al9iA_pb_x300.png";"ESSZENCIA 1999"
192;"KLEIN CONSTANTIA";"Dessert";"south africa";"constantia";4.6;58;"https://images.vivino.com/thumbs/EKZ0KF4gS4eVwXbsNs-jyQ_pb_x300.png";"VIN DE CONSTANCE (NATURAL SWEET) 1997"
193;"OREMUS";"Dessert";"HUN";"tokaj";4.6;57;"https://images.vivino.com/thumbs/uqzOXD3lRViAJ7vkZq2Iww_pb_x300.png";"TOKAJI ASZÚ 3 PUTTONYOS 1999"
194;"TOKAJ CLASSIC";"Dessert";"HUN";"tokaj";4.6;57;"https://images.vivino.com/thumbs/BeCBTxu1T2OAFATSYqcdTw_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS 2000"
195;"PHILIPPE FOREAU";"Dessert";"FR";"vouvray";4.6;56;"https://images.vivino.com/thumbs/fyC0Tl7AQdCawr4nQpe48g_pb_x300.png";"VOUVRAY MOELLEUX 1989"
196;"ORNELLAIA";"Dessert";"I";"toscana";4.6;56;"https://images.vivino.com/thumbs/YJiN_11fQRS1kzfHxY_BVA_pb_x300.png";"ORNUS 2010"
197;"OREMUS";"Dessert";"HUN";"tokaj";4.6;55;"https://images.vivino.com/thumbs/A_ZXkuF6TSO7uwtUKswu5g_pb_x300.png";"TOKAJI ASZÚ 6 PUTTONYOS 1999"
198;"OREMUS";"Dessert";"HUN";"tokaj";4.6;56;"https://images.vivino.com/thumbs/Ys-_l45SQQeQpEdZaAnY9w_pb_x300.png";"TOKAJI ASZÚ 5 PUTTONYOS 1972"
199;"CHÂTEAU SIGALAS RABAUD";"Dessert";"FR";"sauternes";4.6;55;"https://images.vivino.com/thumbs/ehn9bspZSoq4ev8eNbLsoQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1997"
200;"AVIGNONESI";"Dessert";"I";"vin santo di montepulciano";4.6;53;"https://images.vivino.com/thumbs/DfRwdHySQESlt1FIKcULbw_pb_x300.png";"VIN SANTO DI MONTEPULCIANO 1998"
201;"FRATELLI VOGADORI";"Dessert";"I";"veneto";4.6;52;"https://images.vivino.com/thumbs/xdE81Uh0RyugaVFbQko-bQ_pb_x300.png";"PASSITO DEL VENETO 2007"
202;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;52;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 1983"
203;"DOMAINE HUET";"Dessert";"FR";"vouvray";4.6;51;"https://images.vivino.com/thumbs/9qINoCs9Q6eb71IODLVmMg_pb_x300.png";"VOUVRAY LE MONT MOELLEUX PREMIÈRE TRIE 1989"
204;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.6;50;"https://images.vivino.com/thumbs/X-eM2IVMRH633bHDXzGHPQ_pb_x300.png";"GOLD VIDAL RESERVE ICEWINE 2016"
205;"CHÂTEAU DERESZLA";"Dessert";"HUN";"tokaj";4.6;50;"https://images.vivino.com/thumbs/120u_uuVTvG1WDqalE2MFA_pb_x300.png";"ASZÚ 6 PUTTONYOS 2006"
206;"JORGE ORDÓÑEZ";"Dessert";"SP";"málaga";4.6;49;"https://images.vivino.com/thumbs/tdSRjdyhQv29pTjMeX-lIw_pb_x300.png";"NO. 4 ESENCIA N.V."
207;"TOKAJ CLASSIC";"Dessert";"HUN";"tokaj";4.6;51;"https://images.vivino.com/thumbs/y09IsUstR0SFNEvYMwtbkg_pb_x300.png";"ASZÚ ESSENCIA N.V."
208;"PAOLO BEA";"Dessert";"I";"montefalco sagrantino";4.6;48;"https://images.vivino.com/thumbs/is1KkJTxRQKpwmG0_QVRTw_pb_x300.png";"MONTEFALCO SAGRANTINO PASSITO 2009"
209;"BAUMARD";"Dessert";"FR";"quarts de chaume";4.6;47;"https://images.vivino.com/thumbs/qBBNWcfcQcmQUPnSI8EnIw_pb_x300.png";"QUARTS DE CHAUME 2012"
210;"BERTANI";"Dessert";"I";"recioto della valpolicella";4.6;47;"https://images.vivino.com/thumbs/R1CkuadKRMyWT42aA-h9Gg_pb_x300.png";"RECIOTO DELLA VALPOLICELLA CLASSICO SUPERIORE 1972"
211;"DOMAINE HUET";"Dessert";"FR";"vouvray";4.6;47;"https://images.vivino.com/thumbs/pLoGLWBfRsyCatlhnr_smg_pb_x300.png";"CUVÉE CONSTANCE 2003"
212;"HUGEL";"Dessert";"FR";"alsace";4.6;46;"https://images.vivino.com/thumbs/uKfpO95XTki64kTtw0nd6g_pb_x300.png";"RIESLING VENDANGE TARDIVE 1988"
213;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.6;45;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1976"
214;"KRACHER";"Dessert";"austria";"burgenland";4.5;45;"https://images.vivino.com/thumbs/kw6tvEVNRVGCpviFYpFTRQ_pb_x300.png";"NUMMER 7 ZWISCHEN DEN SEEN WELSCHRIESLING TROCKENBEERENAUSLESE N.V."
215;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;44;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1978"
216;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.6;43;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1984"
217;"LORNANO";"Dessert";"I";"vin santo del chianti classico";4.6;41;"https://images.vivino.com/thumbs/MCoQTwndQByfIjq18NbbCQ_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO 2008"
218;"CHÂTEAU PAJZOS";"Dessert";"HUN";"tokaj";4.6;41;"https://images.vivino.com/thumbs/1baBdzb4TEmtEqQwf-LJ9A_pb_x300.png";"TOKAJI 5 PUTTONYOS ASZÚ 2005"
219;"CHÂTEAU SIGALAS RABAUD";"Dessert";"FR";"sauternes";4.6;41;"https://images.vivino.com/thumbs/ehn9bspZSoq4ev8eNbLsoQ_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1998"
220;"MEGYER";"Dessert";"HUN";"tokaj";4.6;39;"https://images.vivino.com/thumbs/TM746pSnTT-SvXkn00JCHA_pb_x300.png";"ASZÚ 5 PUTTONYOS 2002"
221;"CHÂTEAU LAFAURIE-PEYRAGUEY";"Dessert";"FR";"sauternes";4.6;38;"https://images.vivino.com/thumbs/8KqQ2KDCRzmR4CiZ3QMRPg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1983"
222;"HUGEL";"Dessert";"FR";"alsace";4.6;38;"https://images.vivino.com/thumbs/U-mFou_mQMKY_YceCqR1zg_pb_x300.png";"SÉLECTION DE GRAINS NOBLES GEWÜRZTRAMINER 1989"
223;"CHÂTEAU PAJZOS";"Dessert";"HUN";"tokaj";4.6;38;"https://images.vivino.com/thumbs/1baBdzb4TEmtEqQwf-LJ9A_pb_x300.png";"TOKAJI 5 PUTTONYOS ASZÚ 2007"
224;"DOMAINE WEINBACH";"Dessert";"FR";"alsace grand cru";4.6;37;"https://images.vivino.com/thumbs/IsfUrv3GRSiEGKE0pNgwKw_pb_x300.png";"RIESLING ALSACE GRAND CRU SCHLOSSBERG VENDANGES TARDIVES 2006"
225;"FRATELLI VOGADORI";"Dessert";"I";"valpolicella";4.6;37;"https://thumbs.vivino.com/avatars/008lkh08eq42917f9da3ee6_50x50.jpg";"GRAPPA DI AMARONE N.V."
226;"AZIENDA AGRICOLA PISONI";"Dessert";"I";"trentino";4.6;37;"https://images.vivino.com/thumbs/BntDnF3GQkuH9cHzKWTTUQ_pb_x300.png";"VINO SANTO 2000"
227;"DONNAFUGATA";"Dessert";"I";"passito di pantelleria";4.6;36;"https://images.vivino.com/thumbs/tWuXrj0nRZCum1ezynysLA_pb_x300.png";"BEN RYÉ PASSITO DI PANTELLERIA 2003"
228;"CHÂTEAU HAUT-BERGERON";"Dessert";"FR";"sauternes";4.6;36;"https://images.vivino.com/thumbs/RZby0A-ERiaUsxaOOsosAA_pb_x300.png";"SAUTERNES 1997"
229;"POLI DISTILLERIE";"Dessert";"I";"veneto";4.6;36;"https://images.vivino.com/thumbs/55n7sWBDSN2Kih_ulNVEjQ_pb_x300.png";"JACOPO POLI BARRIQUE 1999"
230;"HUGEL";"Dessert";"FR";"alsace";4.6;36;"https://images.vivino.com/thumbs/U-mFou_mQMKY_YceCqR1zg_pb_x300.png";"SÉLECTION DE GRAINS NOBLES GEWÜRZTRAMINER 2005"
231;"CACCHIANO";"Dessert";"I";"vin santo del chianti classico";4.6;36;"https://images.vivino.com/thumbs/uIDJrr2GRPqNEf6dT_syhw_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO 2003"
232;"KRACHER";"Dessert";"austria";"burgenland";4.6;35;"https://images.vivino.com/thumbs/vSY4E5LeQfaQsinzlrvb-w_pb_x300.png";"GRANDE CUVÉE NUMMER 6 NOUVELLE VAGUE TROCKENBEERENAUSLESE 2009"
233;"CHÂTEAU RIEUSSEC";"Dessert";"FR";"sauternes";4.6;35;"https://images.vivino.com/thumbs/gnOwIVXJQ6abQRMgMzGoAg_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1981"
234;"JOSMEYER";"Dessert";"FR";"alsace";4.6;35;"https://images.vivino.com/thumbs/pEJOkvA6Q1qv9FO4hwS-VQ_pb_x300.png";"SÉLECTION DE GRAINS NOBLES PINOT GRIS N.V."
235;"R.L. BULLER & SON";"Dessert";"australia";"rutherglen";4.6;34;"https://images.vivino.com/thumbs/gDyZAICqTICnUAngFYyKgw_pb_x300.png";"CALLIOPE RARE TOKAY N.V."
236;"COLTIBUONO";"Dessert";"I";"vin santo del chianti classico";4.6;32;"https://images.vivino.com/thumbs/rHXrN_URS62eoqsH1pQKsA_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO OCCHIO DI PERNICE 2006"
237;"INNISKILLIN";"Dessert";"canada";"niagara peninsula";4.6;32;"https://images.vivino.com/thumbs/kJaG7U7GQtCx4CAnMMU_4Q_pb_x300.png";"VIDAL ICEWINE 2010"
238;"DOMAINE HUET";"Dessert";"FR";"vouvray";4.6;32;"https://images.vivino.com/thumbs/pLoGLWBfRsyCatlhnr_smg_pb_x300.png";"CUVÉE CONSTANCE 1997"
239;"HEIDI SCHRÖCK";"Dessert";"austria";"neusiedlersee-hügelland";4.6;33;"https://images.vivino.com/thumbs/wxbZJTsLTWOGeW1ErTv6Pw_pb_x300.png";"RUSTER AUSBRUCH AUF DEN FLÜGELN DER MORGENRÖTE 2002"
240;"ROCCA DI MONTEGROSSI";"Dessert";"I";"vin santo del chianti classico";4.6;32;"https://images.vivino.com/thumbs/x6N6MStvSceDOWXXsQTSzw_pb_x300.png";"VIN SANTO DEL CHIANTI CLASSICO 2004"
241;"ST. MICHAEL-EPPAN";"Dessert";"I";"südtirol - alto adige";4.6;31;"https://images.vivino.com/thumbs/IfE_OSZvTAC8Z5T3yOQ54Q_pb_x300.png";"SANCT VALENTIN COMTESS PASSITO 2013"
242;"DOMAINE SCHOFFIT";"Dessert";"FR";"alsace grand cru 'rangen'";4.6;31;"https://thumbs.vivino.com/avatars/SSr1WHH_QW2gz_yxE6v1EQ_50x50.jpg";"CLOS SAINT-THÉOBALD PINOT GRIS ALSACE GRAND CRU 'RANGEN' SÉLECTION DE GRAINS NOBLES 2002"
243;"CANTINE VIOLA";"Dessert";"I";"calabria";4.6;30;"https://images.vivino.com/thumbs/TJ-fW0loTkWg6kBtSKdsfg_pb_x300.png";"PASSITO MOSCATO 2007"
244;"JOSMEYER";"Dessert";"FR";"alsace";4.6;29;"https://images.vivino.com/thumbs/pEJOkvA6Q1qv9FO4hwS-VQ_pb_x300.png";"SÉLECTION DE GRAINS NOBLES PINOT GRIS 1995"
245;"BAUMARD";"Dessert";"FR";"quarts de chaume";4.6;29;"https://images.vivino.com/thumbs/qBBNWcfcQcmQUPnSI8EnIw_pb_x300.png";"QUARTS DE CHAUME 1990"
246;"HUGEL";"Dessert";"FR";"alsace";4.6;29;"https://images.vivino.com/thumbs/YSXTLEa1TaGLnvZz4oHt8A_pb_x300.png";"SÉLECTION DE GRAINS NOBLES RIESLING 1998"
247;"DOMAINE HUET";"Dessert";"FR";"vouvray";4.6;29;"https://images.vivino.com/thumbs/9qINoCs9Q6eb71IODLVmMg_pb_x300.png";"VOUVRAY LE MONT MOELLEUX PREMIÈRE TRIE 2005"
248;"BEPI TOSOLINI";"Dessert";"I";"friuli-venezia giulia";4.7;31;"https://images.vivino.com/thumbs/IW94aI4WSYKbPyskk6qBSw_pb_x300.png";"MOST AMARONE BARRIQUE N.V."
249;"CHÂTEAU D'YQUEM";"Dessert";"FR";"sauternes";4.6;29;"https://images.vivino.com/thumbs/Jt7xLGXcSA22gVYMyBJjGg_pb_x300.png";"SAUTERNES 1929"
250;"CHÂTEAU GILETTE";"Dessert";"FR";"sauternes";4.6;28;"https://images.vivino.com/thumbs/xIJCj0FjTwq2Hm682izw0Q_pb_x300.png";"SAUTERNES (CRÈME DE TÊTE) 1983"
251;"CHÂTEAU DOISY-DAËNE";"Dessert";"FR";"barsac";4.6;28;"https://images.vivino.com/thumbs/cL0H0VdORu-vy69qGLAJHQ_pb_x300.png";"BARSAC (GRAND CRU CLASSÉ) 1988"
252;"CHÂTEAU CLIMENS";"Dessert";"FR";"barsac";4.6;28;"https://images.vivino.com/thumbs/nA-TeA6IRL6ITv-2DPy8rw_pb_x300.png";"BARSAC (PREMIER GRAND CRU CLASSÉ) 1985"
253;"CHÂTEAU LA TOUR BLANCHE";"Dessert";"FR";"sauternes";4.6;28;"https://images.vivino.com/thumbs/p9qtTwpGRCWoEWG20jv0Sw_pb_x300.png";"SAUTERNES (PREMIER GRAND CRU CLASSÉ) 1982"
254;"TRIMBACH";"Dessert";"FR";"alsace";4.6;27;"https://images.vivino.com/thumbs/mu34w-YqSw-JrAy1Fy-bzQ_pb_x300.png";"GEWURZTRAMINER ALSACE VENDANGES TARDIVES 2000"
